metric,days,median,mean,p75,p90,p95,p99,max,share_lt_20,share_ge_30,share_ge_40
close_distribution,9178,17.615000000000002,19.455592721725864,22.737499999999997,28.58,32.95449999999999,46.73839999999996,82.69,0.6262802353453911,0.0803007191109174,0.0226628895184136
daily_change_distribution,9177,-0.07000000000000028,1.5255530129672068e-05,0.5700000000000003,1.4799999999999982,2.339999999999997,5.022399999999995,24.86,,0.03149177291053721,0.010134030728996404
