vx1_ratio_per_short_vx2,mean_short_vx2_roll_gain,mean_long_vx1_roll_cost,mean_net_roll_carry,median_short_vx2_roll_gain,median_long_vx1_roll_cost,median_net_roll_carry
0.45,0.05752385570847487,0.018492558380897743,0.039031297327577125,0.06395621787289973,0.016997417688831513,0.04695880018406822
0.6,0.05752385570847487,0.024656744507863655,0.03286711120061121,0.06395621787289973,0.022663223585108683,0.041292994287791054
0.65,0.05752385570847487,0.026711473216852296,0.030812382491622572,0.06395621787289973,0.024551825550534406,0.039404392322365325
0.7,0.05752385570847487,0.02876620192584093,0.028757653782633938,0.06395621787289973,0.026440427515960128,0.03751579035693961
0.75,0.05752385570847487,0.03082093063482957,0.026702925073645297,0.06395621787289973,0.028329029481385853,0.03562718839151388
0.8,0.05752385570847487,0.03287565934381821,0.024648196364656656,0.06395621787289973,0.03021763144681158,0.03373858642608815
1.0,0.05752385570847487,0.04109457417977276,0.016429281528702107,0.06395621787289973,0.03777203930851447,0.026184178564385263
1.3997919885197105,0.05752385570847487,0.05752385570847487,0.0,0.06395621787289973,,
